"Private"	"Apps"	"Accept"	"Enroll"	"Top10perc"	"Top25perc"	"F.Undergrad"	"P.Undergrad"	"Outstate"	"Room.Board"	"Books"	"Personal"	"PhD"	"Terminal"	"S.F.Ratio"	"perc.alumni"	"Expend"	"Grad.Rate"
"Sacred Heart University"	"Yes"	7.74370325817375	7.54750168281497	509	19	51	7.44249272279444	7.54380286750151	9.31199402570268	8.66215896166642	5.99146454710798	6.39692965521615	71	73	14.8	16	8.87066300440602	82
"Saint Ambrose University"	"Yes"	6.7990558620588	6.57646956904822	276	12	48	7.20414929203594	5.96614673912369	9.25435725739296	8.29903718161307	6.21460809842219	7.3132203870903	56	56	14.1	16	8.91516361776214	70
"Saint Anselm College"	"Yes"	7.64730883235624	7.34794382314869	514	15	40	7.53529670244409	4.54329478227	9.46885106712768	8.59415423255237	6.10924758276437	7.02108396428914	70	82	14.5	29	8.81269461292015	97
"Saint Francis College"	"Yes"	6.95272864462487	6.71417052990947	284	21	45	7.10906213568717	6.11146733950268	9.29468152040993	8.52714352226941	5.99146454710798	7.11882624906208	64	64	19.3	24	8.90163893230033	69
"Saint Francis College IN"	"Yes"	5.36129216570943	5.11198778835654	85	13	36	6.24027584517077	5.50938833662798	9.06762406977459	8.24800570160062	6.10924758276437	6.90775527898214	43	78	12.5	4	8.91462612782714	48
"Saint John's University"	"Yes"	6.83840520084734	6.68461172766793	444	18	45	7.43307534889858	4.27666611901606	9.41303628802129	8.31409733540581	6.21460809842219	6.39692965521615	76	85	12	38	9.19553125632248	70
"Saint Joseph's College"	"Yes"	6.72503364216684	6.52502965784346	217	12	33	6.57368016696065	7.69439280262942	9.20883924584992	8.55256033525353	6.21460809842219	6.68461172766793	53	89	27.2	8	8.37147353706683	85
"Saint Joseph's College IN"	"Yes"	6.82437367004309	6.52795791762255	225	24	42	6.70318811324086	5.40267738187228	9.32366905728319	8.35467426191846	6.39692965521615	6.85646198459459	55	60	14.8	19	8.90381521172292	67
"Saint Joseph's University"	"Yes"	7.83161727635261	7.60240133566582	776	39	71	7.81318726752142	7.18083119904456	9.45328655058657	8.75621009188674	5.85793315448346	7.43248380791712	84	90	17.4	13	9.01711963431323	83
"Saint Joseph College"	"Yes"	5.67675380226828	5.48479693349065	96	20	52	6.29710931993394	6.56807791141198	9.40919123072135	8.43381158247719	6.47697236288968	6.85646198459459	87	90	11.2	32	9.0687768076544	76
"Saint Louis University"	"Yes"	8.09985791073758	7.95682712209011	956	44	67	8.42858053305963	7.03878354138854	9.36648905446611	8.46168048148598	6.68461172766793	8.8246778911642	84	94	4.6	19	9.81831085512854	67
"Saint Mary's College"	"Yes"	6.78897174299217	6.59850902861452	393	26	60	7.26752542782817	3.29583686600433	9.45171669155145	8.41493895737748	6.21460809842219	7.32974968904151	74	95	9.9	31	9.32053916427426	98
"Saint Mary's College of Minnesota"	"Yes"	6.77536609093639	6.68710860786651	367	14	35	7.14124512235049	4.77068462446567	9.28730141311231	8.1886891244442	5.99146454710798	6.7093043402583	68	74	18.8	19	8.53326337159373	78
"Saint Mary-of-the-Woods College"	"Yes"	5.01063529409626	4.86753445045558	88	23	50	5.83188247728352	6.64378973314767	9.23989917421773	8.32603268595508	6.21460809842219	7.43838353004431	44	58	10.2	37	9.17761054735326	75
"Saint Michael's College"	"Yes"	7.55485852104068	7.22983877815125	463	16	64	7.44716835960004	4.66343909411207	9.47500967011889	8.67590488257106	6.21460809842219	6.62007320653036	79	88	14.5	34	9.22916212621677	84
"Saint Olaf College"	"Yes"	7.71779621101358	7.42237370098682	745	38	73	7.96831950001272	4.65396035015752	9.57150522118777	8.22951111896446	6.30991827822652	6.30991827822652	82	88	10	31	9.43364391049176	83
"Saint Peter's College"	"Yes"	7.38150189450671	7.25347038268453	530	23	38	7.56060116276856	7.05098944706805	9.14931567013841	8.61613313927114	6.21460809842219	6.10924758276437	78	78	12.1	22	8.94494150776486	53
"Saint Vincent College"	"Yes"	6.5510803350434	6.38856140554563	278	19	35	6.94215670569947	5.2040066870768	9.29192035896861	8.27792025817214	6.21460809842219	6.80239476332431	62	64	12.3	31	9.05181346374795	88
"Saint Xavier University"	"Yes"	6.66568371778241	6.4723462945009	295	15	65	7.4205789054108	6.5875500148248	9.29284159348793	8.43901541035221	6.39692965521615	6.67708346124714	87	100	13.7	15	9.09974395063416	55
"Salem-Teikyo University"	"Yes"	6.19236248947487	5.95064255258773	120	23	52	6.5510803350434	3.80666248977032	9.26624800391448	8.28197705886776	5.99146454710798	6.42971947803914	46	24	13	9	9.09896178399279	98
"Salem College"	"Yes"	5.81413053182507	5.64897423816121	132	28	69	6.2803958389602	5.37527840768417	9.25674674479034	8.74830491237962	6.21460809842219	7.60090245954208	68	68	11.2	46	9.16941420536354	60
"Samford University"	"Yes"	7.4265490723973	7.24064969425547	691	34	76	7.99260665240021	5.99645208861902	9.01627006814768	8.21608809863232	6.34388043412633	7.40853056689463	74	75	14.7	17	9.16251474249358	61
"Santa Clara University"	"Yes"	8.2987883944492	7.9298464297425	888	40	73	8.26642147298455	4.85203026391962	9.51664790855113	8.68744216697592	6.44571981938558	7.15305163493748	88	92	13.9	19	9.29394595583098	100
"Sarah Lawrence College"	"Yes"	7.22983877815125	6.64378973314767	263	57	82	6.90775527898214	4.65396035015752	9.86786037489298	8.80896688177127	6.39692965521615	6.5510803350434	89	93	6.1	18	9.60096253321457	83
"Savannah Coll. of Art and Design"	"Yes"	7.01121398735037	6.53378883793334	386	20	65	7.54802896993501	5.33753807970132	9.02701831484864	8.51719319141624	7.09007683577609	7.37775890822787	14	98	16.1	26	8.83550145740978	55
"Schreiner College"	"Yes"	6.36990098282823	6.02344759296103	131	19	51	6.25575004175337	4.59511985013459	9.09996731449481	8.68270762989381	6.21460809842219	7.30518821539304	51	56	11.8	23	9.05310159554969	52
"Scripps College"	"Yes"	6.75110146893676	6.44888939414686	139	60	83	6.34388043412633	1.94591014905531	9.75487152820734	8.90245559220688	6.39692965521615	6.68461172766793	95	100	8.2	41	9.81858304544568	73
"Seattle Pacific University"	"Yes"	7.07580886397839	6.92362862813843	411	42	82	7.56112158953024	6.55677835615804	9.44691334360205	8.49187538343195	6.39692965521615	7.13089883029635	83	85	16.8	20	9.24647941859206	66
"Seattle University"	"Yes"	7.65681009148038	7.33953769540767	494	28	72	8.0040315078527	5.84932477994686	9.45915167003897	8.38366179879172	6.21460809842219	7.3132203870903	85	85	12.2	16	9.2276890103108	89
"Seton Hall University"	"Yes"	8.42858053305963	8.1789193328484	1000	16	36	8.38571682862785	7.33302301438648	9.39266192877014	8.77709288285557	6.47697236288968	6.90775527898214	81	84	14.4	15	9.21830854162536	64
"Seton Hill College"	"Yes"	6.84161547647759	6.67708346124714	197	24	56	6.62273632394984	5.34710753071747	9.32723412344768	8.3380665255188	5.85793315448346	7.60090245954208	71	71	11.2	37	9.21681933807389	71
"Shorter College"	"Yes"	6.29156913955832	6.09807428216624	165	23	70	7.01660968389422	4.70953020131233	8.88322423027899	8.1886891244442	6.21460809842219	7.60090245954208	62	65	13.2	18	8.90327158572421	58
"Siena College"	"Yes"	7.99328232810159	7.56631101477246	628	24	68	7.88945914940452	6.42324696353352	9.28730141311231	8.53699581871242	6.35437004079735	6.99393297522319	71	82	14.1	42	9.01054706927019	100
"Siena Heights College"	"Yes"	6.13988455222626	6.03787091992214	183	10	31	6.53087762772588	5.65948221575962	9.13129716463573	8.26359043261732	6.16331480403464	6.99393297522319	29	49	7.2	17	9.15175741454389	47
"Simmons College"	"Yes"	6.91075078796194	6.66185474054531	295	23	53	7.04228617193974	5.07517381523383	9.69029433207509	8.84649693855884	6.21460809842219	7.09007683577609	74	81	8.9	33	9.55293667530536	79
"Simpson College"	"Yes"	6.92362862813843	6.77078942390898	300	27	57	7.01750614294126	6.40025744530882	9.32812340763257	8.5131851700187	6.30991827822652	7.24422751560335	66	73	15.8	36	8.91072066195136	70
"Sioux Falls College"	"Yes"	6.07993319509559	5.99146454710798	211	13	35	6.41999492814714	5.6021188208797	9.10386812746567	8.02747653086048	6.21460809842219	7.43838353004431	73	73	14.8	7	8.97221007835365	48
"Skidmore College"	"Yes"	8.36474106822456	7.91132401896335	591	25	62	7.75018416225784	5.57215403217776	9.83681341926814	8.69450220638665	6.21460809842219	6.5510803350434	87	92	12.7	29	9.60487933995079	81
"Smith College"	"Yes"	7.98104975966596	7.37650812632622	632	51	88	7.81561053203519	4.55387689160054	9.84267541313937	8.76248954737158	6.21460809842219	6.95654544315157	85	97	10.3	44	9.96170928973625	90
"Southern California College"	"Yes"	5.95324333428778	5.82894561761021	193	18	38	6.66440902035041	4.84418708645859	9.16115012778541	8.32457884513685	6.44571981938558	7.50549227473742	63	65	18.6	11	9.0142038261485	43
"Southern Methodist University"	"Yes"	8.36660283278374	8.14757773620177	1166	41	69	8.49535649680706	5.95842469302978	9.45501055383467	8.53267276226462	6.35610766069589	7.49665243816828	74	88	13.5	17	9.45140242379274	72
"Southwest Baptist University"	"Yes"	6.99668148817654	6.99668148817654	642	12	32	7.47873482556787	6.87419849545329	8.86361575889062	7.82404601085629	5.99146454710798	6.90775527898214	52	54	15.9	13	8.45914025996762	71
"Southwestern Adventist College"	"Yes"	5.77144112313002	5.76205138278018	172	11	27	6.42971947803914	5.63478960316925	8.9274468162562	8.22577079934873	6.06378520868761	7.40913644392013	44	77	13	12	8.57715877258367	36
"Southwestern College"	"Yes"	5.36129216570943	5.04342511691925	75	28	66	6.22257626807137	4.99043258677874	8.88183630500415	8.16961956172385	6.30991827822652	7.3132203870903	56	56	11.8	12	8.9641840463529	52
"Southwestern University"	"Yes"	7.12608727329912	6.81563999007433	352	44	77	7.07072410726028	3.76120011569356	9.38008314656328	8.44998444172279	6.39692965521615	6.95654544315157	83	89	11.3	35	9.47231994707559	67
"Spalding University"	"Yes"	5.64544689764324	5.30330490805908	97	10	45	6.37842618365159	5.57215403217776	9.03598698483141	7.9373746961633	6.39692965521615	6.80239476332431	50	56	10.6	40	8.83346272071993	89
"Spelman College"	"Yes"	8.21959545417708	7.12044437239249	443	47	83	7.58629630715272	4.67282883446191	8.85366542803745	8.62425226370964	6.49223983502047	7.78322401633604	73	80	12.5	18	9.20913965139966	65
"Spring Arbor College"	"Yes"	5.91889385427315	5.89164421182577	181	15	32	7.31388683163346	5.8664680569333	9.0595174822416	8.17470288246946	5.95324333428778	6.49978704065585	48	48	15.4	9	9.29999824390672	49
"St. Bonaventure University"	"Yes"	7.30586003268401	7.1800698743028	375	13	45	7.4312996751559	4.87519732320115	9.25493125530406	8.50248556254396	6.21460809842219	6.95654544315157	91	91	17.7	32	9.19299073364107	78
"St. John's College"	"Yes"	5.77765232322266	5.62762111369064	122	31	51	5.97380961186926	1.38629436111989	9.6896753286508	8.60337088765729	5.61677109766657	6.68461172766793	63	72	7.2	26	9.65643545617024	64
"St. John Fisher College"	"Yes"	7.2211050981825	6.96979066990159	354	19	51	7.43070708254597	6.51767127291227	9.26577507886428	8.63052187672324	5.99146454710798	6.68461172766793	86	81	14.5	29	8.97563018429051	66
"St. Lawrence University"	"Yes"	7.92044650514261	7.50659178007084	505	31	56	7.49609734517596	3.80666248977032	9.83734775003158	8.65347080970879	6.47697236288968	6.71538338633468	90	94	11.5	38	9.61447125707121	85
"St. Martin's College"	"Yes"	5.25227342804663	5.10594547390058	63	5	25	6.20253551718792	6.35262939631957	9.35444071594994	8.35936910622267	5.7037824746562	6.21460809842219	43	77	14.5	8	9.12793654572137	40
"St. Mary's College of California"	"Yes"	7.87966991460429	7.38461038317697	465	36	80	7.86901937649902	5.51342874616498	9.49792243942763	8.75683981482946	6.44571981938558	7.36770857237437	88	89	16.1	17	9.17149558815261	78
"St. Mary's University of San Antonio"	"Yes"	7.12528309151071	6.92755790627832	414	33	60	7.67275789664251	6.03548143252476	9.0685463663583	8.25790419346567	6.5510803350434	7.4593388952203	82	83	16.2	7	8.94259163723185	72
"St. Norbert College"	"Yes"	7.19593722647557	7.12528309151071	568	30	56	7.57353126274595	4.55387689160054	9.40426106461349	8.40065937516029	6.05208916892442	7.00306545878646	74	78	15.1	36	9.05893591781695	88
"St. Paul's College"	"Yes"	6.47850964220857	6.36475075685191	243	8	17	6.42486902390539	3.52636052461616	8.51719319141624	8.20248244657654	6.39692965521615	6.39692965521615	45	45	14	8	9.03907744253896	45
"St. Thomas Aquinas College"	"Yes"	6.75809450442773	6.4118182677099	215	10	27	7.0184017990692	6.70318811324086	9.06531459992592	8.64822145382264	6.21460809842219	7.46737106691756	69	73	16.1	13	8.78477459216102	67
"Stephens College"	"Yes"	6.10924758276437	6.00388706710654	194	17	34	6.41999492814714	5.96100533962327	9.53964411911878	8.55641390456952	6.10924758276437	7.67322312112171	46	63	10.9	17	9.2098402469345	59
"Stetson University"	"Yes"	7.350516171834	7.11232744471091	489	37	69	7.58273848891441	4.39444915467244	9.41857331055464	8.42617379302907	6.39692965521615	7.21890970761906	85	90	12.5	24	9.24057855503679	73
"Stevens Institute of Technology"	"Yes"	7.47760424319759	7.13009851012558	380	51	93	7.14124512235049	2.39789527279837	9.73506890091116	8.6447065117152	6.10924758276437	6.62007320653036	89	89	19	33	9.46008690508493	79
"Stonehill College"	"Yes"	8.20138595523861	7.74066440191724	585	25	69	7.61184239958042	6.83087423464618	9.40672918598157	8.72777821348305	6.17378610390194	6.68461172766793	79	79	13	30	8.9219914105367	97
"Susquehanna University"	"Yes"	7.64778604544093	7.32118855673948	465	27	59	7.27378631784489	5.11198778835654	9.68843617111926	8.45744318701046	5.99146454710798	6.68461172766793	83	86	13.9	37	9.26426021396561	90
"Sweet Briar College"	"Yes"	6.13556489108174	5.99645208861902	146	36	68	6.26720054854136	3.71357206670431	9.58190392840867	8.69951474821019	6.21460809842219	6.39692965521615	91	99	6.5	48	9.8497175093263	61
"Syracuse University"	"Yes"	9.25693765735297	8.89013510781884	2442	28	67	9.22444049635496	4.76217393479776	9.62575581093752	8.83491938521639	6.45362499889269	6.86693328446188	73	84	11.3	13	9.56317796268366	67
"Tabor College"	"Yes"	5.54907608489522	5.20948615284142	109	19	41	5.98141421125448	3.63758615972639	8.96826881077645	8.13446757027756	5.99146454710798	7.3132203870903	55	70	10	15	8.88640916684928	53
"Talladega College"	"Yes"	8.39253658681668	7.3132203870903	335	30	60	6.81124437860129	4.77912349311153	8.64223868039046	7.99429498641598	6.90775527898214	7.24422751560335	56	58	15.5	7	8.69450220638665	46
"Taylor University"	"Yes"	7.47816969415979	6.99576615630485	437	41	80	7.4713630881871	4.39444915467244	9.30246366085199	8.29404964010203	6.10924758276437	7.13089883029635	60	61	14.2	32	9.02328764080633	98
"Tennessee Wesleyan College"	"Yes"	5.44673737166631	5.2040066870768	99	7	29	5.99645208861902	5.46806014113513	8.86361575889062	8.19973896063079	5.99146454710798	8.05769419481559	59	65	8.9	16	8.74608021735751	36
"Texas Christian University"	"Yes"	8.31752199628717	8.0323601479245	1195	33	64	8.52991196382401	6.49223983502047	9.04664427930539	8.10772006191053	6.47697236288968	7.78322401633604	81	93	14.8	23	9.12238309321704	64
"Texas Lutheran College"	"Yes"	6.20859002609663	6.04737217904628	215	27	57	6.79682371827486	6.06145691892802	8.96826881077645	8.13446757027756	6.19440539110467	7.43838353004431	54	58	13.8	24	8.85395110151461	50
"Texas Wesleyan University"	"Yes"	6.38350663488401	6.21660610108486	279	19	44	7.09340462586877	5.97126183979046	8.76405326934776	8.15593633797239	6.39692965521615	7.49554194388426	80	83	14.5	10	8.97916464896471	43
"Thiel College"	"Yes"	7.05098944706805	6.85751406254539	253	15	31	6.67329796776765	4.9416424226093	9.32116592706507	8.50875771259514	6.5510803350434	7.20785987143248	68	76	11.6	16	9.12543586488574	60
"Tiffin University"	"Yes"	6.73933662735717	6.59850902861452	254	5	21	6.49526555593701	5.86078622346587	8.93590352627442	8.24275634571448	6.39692965521615	7.09007683577609	59	74	19	40	8.536211197252	39
"Transylvania University"	"Yes"	6.63200177739563	6.59167373200866	244	57	81	6.76503897678054	3.93182563272433	9.29651806821724	8.40065937516029	6.21460809842219	6.90775527898214	81	91	12.1	41	9.23200401161221	70
"Tri-State University"	"Yes"	7.14045304310116	7.00488198971286	276	14	40	6.88550967003482	4.58496747867057	9.15440473964588	8.37793112408273	6.14846829591765	7.18765716411496	53	53	12.8	24	8.93629818522844	65
"Trinity College CT"	"Yes"	8.02551638648901	7.49443021503157	478	46	84	7.4599147662411	5.4971682252932	9.84214392229508	8.64646552712038	6.21460809842219	6.52209279817015	91	96	10.4	48	9.80001414405985	91
"Trinity College DC"	"Yes"	5.50938833662798	5.24174701505964	100	19	49	5.73334127689775	6.45990445437753	9.34242071233339	8.76872981723167	6.21460809842219	6.80239476332431	89	93	8.3	37	9.37636315580063	96
"Trinity College VT"	"Yes"	5.40267738187228	5.22035582507832	91	16	41	6.18208490671663	6.29341927884648	9.30655922971673	8.55795118388841	6.30991827822652	6.21460809842219	58	78	10.4	26	9.16805897971958	78
"Trinity University"	"Yes"	7.79358680337158	7.50549227473742	601	62	93	7.65444322647011	4.55387689160054	9.41246455606632	8.54675199365778	6.21460809842219	6.19440539110467	94	96	9.6	20	9.59580683357766	93
"Tulane University"	"Yes"	8.85836863630802	8.54188580400661	1223	47	75	8.50532301884575	7.3356339819272	9.85429730834536	8.69114649853968	5.85793315448346	6.68461172766793	98	98	9.1	21	9.73625163316022	74
"Tusculum College"	"Yes"	6.4393503711001	5.91889385427315	145	12	34	6.89060912014717	3.68887945411394	8.94897560784178	8.13153071060425	6.10924758276437	6.68461172766793	70	70	21.9	28	8.50370260123374	52
"Tuskegee University"	"Yes"	7.72621265050753	7.51043055637801	611	20	59	7.94626364358054	4.969813299576	8.81507308884446	8.1300590399928	6.39692965521615	7.26192709270275	70	74	12.2	7	9.29394595583098	65
"Union College KY"	"Yes"	6.18208490671663	5.95064255258773	177	9	45	6.45204895443723	4.35670882668959	8.96187901267768	7.98956044933387	6.21460809842219	6.39692965521615	60	88	14.1	9	8.8340456411678	64
"Union College NY"	"Yes"	8.15908865466791	7.44541755670169	528	49	84	7.55747290161475	4.81218435537242	9.83798857030343	8.73294952429643	6.10924758276437	6.93147180559945	94	96	11.5	49	9.64283681913538	88
"University of Charleston"	"Yes"	6.52502965784346	6.28226674689601	204	22	43	6.64768837356333	6.4150969591716	9.15904707758863	8.17188200612782	5.99146454710798	6.62007320653036	26	58	2.5	10	8.94676537486763	57
"University of Chicago"	"Yes"	8.7558950816463	8.00603417874901	922	68	94	8.11372608597075	3.66356164612965	9.84850324420337	8.76092337633884	6.21460809842219	7.13409372119287	99	99	5.3	36	10.5147194398948	90
"University of Dallas"	"Yes"	6.52356230614951	6.37672694789863	246	44	74	6.96413561241824	4.29045944114839	9.28359083371578	8.7371316117815	6.21460809842219	7.09007683577609	85	93	13.4	26	9.07463518981081	63
"University of Dayton"	"Yes"	8.7579408766788	8.57414047185799	1507	26	51	8.68084148294457	6.49978704065585	9.33961270768032	8.34759040703006	6.21460809842219	6.80239476332431	81	85	14.8	25	9.09313217107064	93
"University of Delaware"	"Yes"	9.57817283861079	9.26065318584977	3252	22	57	9.55605547567857	8.41670965283791	9.23210186375769	8.34995727204032	6.27287700654617	7.17011954344963	82	87	18.3	15	9.27331517113757	75
"University of Denver"	"Yes"	7.9976631270201	7.60140233458373	580	29	60	7.88833450073865	6.31716468674728	9.62852425249212	8.45425339164236	5.99146454710798	7.20785987143248	84	91	15.9	21	9.3726292750199	67
"University of Detroit Mercy"	"Yes"	6.83195356556585	6.59441345974978	415	24	50	7.67275789664251	7.70391020961631	9.31739944426959	8.29304913976844	6.39692965521615	7.68063742756094	72	79	13.5	14	9.29569203907569	51
"University of Dubuque"	"Yes"	6.35610766069589	6.32435896238131	137	11	39	6.49526555593701	4.87519732320115	9.25244154799482	8.19422930481982	5.99146454710798	7.3132203870903	85	98	16.5	18	9.07874995158859	45
"University of Evansville"	"Yes"	7.64778604544093	7.39387829010776	694	35	67	7.84424071814181	6.00881318544259	9.37585481045376	8.37562962709445	6.5510803350434	6.86693328446188	60	81	15.8	26	8.95931161717244	77
"University of Hartford"	"Yes"	8.53326337159373	8.3039999709552	1194	11	26	8.23429963569625	7.25488481007734	9.56240470335723	8.69951474821019	6.21460809842219	7.27239839257005	61	76	10.7	9	9.27096499379262	66
"University of Indianapolis"	"Yes"	7.30451594646016	7.15148546390474	388	26	51	7.25629723969068	7.40610338123702	9.31650056780457	8.31385226739821	6.26339826259162	7.24779258176785	55	56	11.1	23	8.81507308884446	69
"University of La Verne"	"Yes"	7.37588214821501	6.87626461189077	226	16	38	7.26612877955645	7.32778053842163	9.51340354646627	8.52714352226941	6.44571981938558	7.7397944584087	66	68	14.1	23	9.22414465295258	47
"University of Miami"	"Yes"	8.87094386383772	8.59155827337154	1643	42	69	8.95673761317726	6.77536609093639	9.71111565988867	8.78354947715327	6.44571981938558	7.59337419312129	82	94	5.9	17	9.76995615991161	59
"University of Mobile"	"Yes"	6.11368217983223	5.80211837537706	269	17	54	7.25629723969068	5.70711026474888	8.72420736080056	8.21066803116298	6.30991827822652	7.09007683577609	59	63	16.6	4	8.59637398929068	52
"University of New England"	"Yes"	7.09754885061479	6.62007320653036	265	19	54	6.7093043402583	5.06890420222023	9.34574500898239	8.52615293278771	6.80239476332431	7.82404601085629	72	75	11.4	13	9.18173511496585	64
"University of Notre Dame"	"Yes"	8.94897560784178	8.21608809863232	1906	79	96	8.9452022639593	3.40119738166216	9.73210593578051	8.38935981990635	6.39692965521615	7.20785987143248	96	92	13.1	46	9.54223069909228	97
"University of Pennsylvania"	"Yes"	9.42496776352205	8.56254889313703	2464	85	100	9.12750209366718	6.27476202124194	9.74214440212737	8.89151157052756	6.21460809842219	7.34213173058472	95	96	6.3	38	10.1567722607623	93
"University of Portland"	"Yes"	7.47193207824512	7.3031700512368	419	27	58	7.62119516280984	5.15905529921453	9.39598971886281	8.3187422526924	6.39692965521615	7.00306545878646	92	96	13.2	17	9.11162439903702	72
"University of Puget Sound"	"Yes"	8.30498958014036	7.94661756324447	688	51	83	7.91498300584839	4.92725368515721	9.69461666050864	8.41183267575841	6.44571981938558	7.49554194388426	79	86	15	17	9.32518576364522	63
"University of Richmond"	"Yes"	8.68135077758252	7.90765159471109	756	46	72	7.95647679803678	6.38687931936265	9.58190392840867	8.09712193091871	6.5510803350434	7.02553831463852	75	89	11.7	32	9.391327705757	100
"University of Rochester"	"Yes"	9.07863588097876	8.61213966872519	1243	56	75	8.53129331579502	6.08221891037645	9.789198406134	8.79209392950328	6.21460809842219	6.78219205600679	93	99	5.9	23	10.1672738823124	80
"University of San Diego"	"Yes"	8.277411998949	7.91388671485608	886	40	70	8.21554741194707	5.37989735354046	9.51782507172414	8.68946441235669	6.44571981938558	7.50659178007084	93	96	15.6	13	9.28850439294554	66
"University of San Francisco"	"Yes"	7.743269700829	7.45066079621154	538	23	48	8.36846113761584	6.30809844150953	9.48993986823461	8.7721454392451	6.62007320653036	7.80384330353877	86	86	13.6	8	9.2177131263056	62
"University of Scranton"	"Yes"	8.40536737623398	7.98684490116138	910	29	60	8.20903626577507	6.20050917404269	9.3573801146255	8.69717868841264	6.47697236288968	6.68461172766793	83	83	14.1	41	9.11943049661634	92
"University of Southern California"	"Yes"	9.41156545918937	9.04758612067476	2477	45	71	9.49243184611472	7.26473017792987	9.75440732952197	8.77678438370149	6.39692965521615	7.7007477945118	90	94	11.4	10	9.74138030299241	68
"University of St. Thomas MN"	"Yes"	7.62900388965296	7.49942329059223	828	26	53	8.32020459757888	6.88959130835447	9.36836923620109	8.30325712085294	6.21460809842219	6.68461172766793	80	80	13.8	13	9.05321861620397	89
"University of St. Thomas TX"	"Yes"	5.92425579741453	5.63478960316925	185	45	77	6.90274273715859	6.01126717440416	9.05368656193081	8.30647216010058	6.21460809842219	7.20340552108309	75	75	12.6	17	8.88696203486613	62
"University of the Arts"	"Yes"	6.88141130364254	6.55677835615804	290	5	22	7.04315991598834	3.66356164612965	9.43508264465409	8.25842246245888	7.17011954344963	6.5510803350434	16	59	7.5	9	9.36228862824824	57
"University of the Pacific"	"Yes"	7.80751004221619	7.59940133341582	582	36	66	7.88758403166028	5.70044357339069	9.7001466285181	8.58035576637388	6.4707995037826	7.06561336359772	87	94	11.2	14	9.52558897214577	65
"University of the South"	"Yes"	7.27586460054653	6.87316383421252	326	46	83	7.02908756414966	3.17805383034795	9.63887075301534	8.31385226739821	6.10924758276437	6.69703424766648	89	93	10.3	52	9.84076072262782	82
"University of Tulsa"	"Yes"	7.44541755670169	7.350516171834	696	41	68	7.98480338973441	6.07073772800249	9.37160851957231	8.33327035325531	7.09007683577609	7.7621706071382	94	96	11.5	10	9.37101259736508	47
"Upper Iowa University"	"Yes"	6.49677499018586	6.11368217983223	192	10	35	7.3004728142678	7.05617528410041	9.08704215563169	8.02617019494643	6.21460809842219	6.90775527898214	69	75	17.4	19	8.22496747891458	78
"Ursinus College"	"Yes"	7.24351297466548	6.93342302573071	308	44	77	7.03085747611612	2.83321334405622	9.60911649193355	8.54869185847561	6.21460809842219	6.68461172766793	82	85	11.6	40	9.39947202069869	79
"Ursuline College"	"Yes"	5.78382518232974	5.56068163101553	86	21	47	6.54965074223381	6.57507584059962	9.16951837745593	8.34331588140495	6.10924758276437	6.62007320653036	39	69	10.5	15	8.8768237631806	68
"Valparaiso University"	"Yes"	7.6377164326648	7.45414107814668	520	49	81	7.82444593087762	5.28826703069454	9.37585481045376	8.08948247436075	6.21460809842219	6.68461172766793	87	89	14.2	23	9.17792048072007	95
"Vanderbilt University"	"Yes"	8.96072450033086	8.45318786144033	1499	71	92	8.61250337122056	4.49980967033027	9.79059877045751	8.78339623219089	6.44571981938558	6.85856503479136	93	98	5.8	26	10.0795394963165	83
"Vassar College"	"Yes"	8.17470288246946	7.53743003658651	653	53	87	7.67971363996637	4.34380542185368	9.84797484260587	8.69114649853968	6.39692965521615	6.68461172766793	90	98	9.7	39	9.74619026064691	90
"Villanova University"	"Yes"	8.95660873889395	8.62837672037685	1477	30	68	8.75809807230909	7.16394668434255	9.67564548044036	8.78063379949498	5.99146454710798	5.7037824746562	89	90	13.4	24	9.25512251474808	96
"Virginia Union University"	"Yes"	7.52131798019924	7.38398945797851	453	19	59	7.16857989726403	4.20469261939097	8.90707077618269	8.158802490694	6.21460809842219	7.47477218239787	51	67	13.7	8	8.81833428355217	30
"Virginia Wesleyan College"	"Yes"	7.29301767977278	6.80239476332431	287	20	49	7.02997291170639	6.0330862217988	9.29651806821724	8.53699581871242	6.21460809842219	6.30991827822652	70	81	15.7	14	8.962391701743	68
"Viterbo College"	"Yes"	6.4723462945009	6.24997524225948	271	17	43	6.92165818415113	5.95842469302978	9.1204156644482	8.12118324207883	6.21460809842219	7.71646080017636	51	65	10.7	31	8.99342737041261	73
"Voorhees College"	"Yes"	7.28961052145117	6.91373735065968	188	10	30	6.55535689181067	2.99573227355399	8.40065937516029	7.83280751652486	6.21460809842219	7.09007683577609	43	43	22.9	3	8.67607551647643	58
"Wabash College"	"Yes"	6.68461172766793	6.43454651878745	256	41	76	6.68586094706836	1.6094379124341	9.46691869937663	8.34164861890131	6.21460809842219	6.45362499889269	78	85	9.9	55	9.60938491228142	72
"Wagner College"	"Yes"	7.25559127425367	6.92264389147589	417	10	44	7.18841273649695	4.76217393479776	9.51044496442652	8.66561319653451	6.37161184723186	7.43838353004431	67	78	13.2	23	9.10564630086152	75
"Wake Forest University"	"Yes"	8.64135583403666	7.77988511507052	903	75	88	8.16023249236769	5.14749447681345	9.53604051161548	8.38022733634308	6.21460809842219	7.13089883029635	95	97	4.3	37	10.6398378903967	89
